List,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
1618,MRLN,Marlin Business Services Corp.,21.5,268943263.5,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
1619,LLEX,"Lilis Energy, Inc.",5.04,268633673.3,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/llex
1620,SSC,"Seven Stars Cloud Group, Inc.",4.31,268392285.5,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ssc
1621,SIGM,"Sigma Designs, Inc.",6.925,268281660.5,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
1622,CSWC,Capital Southwest Corporation,16.73,268002822.1,n/a,n/a,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/cswc
1623,ATLO,Ames National Corporation,28.7,267223203.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo
1624,VTL,"Vital Therapies, Inc.",6.3,265906468.8,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtl
1625,CNTY,"Century Casinos, Inc.",9.05,265706371,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cnty
1626,FSTR,L.B. Foster Company,25.65,265235774.4,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
1627,ALBO,"Albireo Pharma, Inc.",29.8,265203639.8,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/albo
1628,TGLS,Tecnoglass Inc.,7.7146,264199013.2,n/a,2012,Consumer Durables,Electronic Components,http://www.nasdaq.com/symbol/tgls
1629,HDSN,"Hudson Technologies, Inc.",6.25,262746575,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/hdsn
1630,BWFG,"Bankwell Financial Group, Inc.",34,262389730,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
1631,SYRS,"Syros Pharmaceuticals, Inc.",9.95,261649538.2,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syrs
1632,SIEN,"Sientra, Inc.",13.49,261642394.7,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien
1633,LCUT,"Lifetime Brands, Inc.",17.65,261504659.2,n/a,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut
1634,LAYN,Layne Christensen Company,13.05,259464876.3,n/a,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn
1635,FIXD,First Trust TCW Opportunistic Fixed Income ETF,50.6395,258261551.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fixd
1636,AFH,"Atlas Financial Holdings, Inc.",21.35,256855509.1,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
1637,ZIXI,Zix Corporation,4.6,256449006.4,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/zixi
1638,KIN,"Kindred Biosciences, Inc.",9.1,256242641.2,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
1639,KIDS,OrthoPediatrics Corp.,20.05,254594719.6,n/a,2017,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/kids
1640,CMSS,CM Seven Star Acquisition Corporation,9.6699,254541667.3,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cmss
1641,MMDM,Modern Media Acquisition Corp.,9.82,254092500,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mmdm
1642,OXLC,Oxford Lane Capital Corp.,10.03,252880773.2,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/oxlc
1643,MNOV,"MediciNova, Inc.",7,252705131,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov
1644,CLCT,"Collectors Universe, Inc.",28.32,252642663.4,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct
1645,FLDM,Fluidigm Corporation,6.53,252369396.1,n/a,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/fldm
1646,PGJ,PowerShares Golden Dragon China Portfolio,48.01,252052500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pgj
1647,OCSI,Oaktree Strategic Income Corporation,8.55,251940866.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ocsi
1648,PIZ,PowerShares DWA Developed Markets Momentum Portfolio,28.39,251251500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/piz
1649,PVBC,"Provident Bancorp, Inc.",26,250327688,n/a,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pvbc
1650,TNAV,"Telenav, Inc.",5.6,248148118.4,n/a,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tnav
1651,BCOV,Brightcove Inc.,7.15,247623647.7,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/bcov
1652,SMBK,"SmartFinancial, Inc.",22.2,247586854.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smbk
1653,CVLY,"Codorus Valley Bancorp, Inc",27.84,247339329.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
1654,IPKW,PowerShares International BuyBack Achievers Portfolio,38.2599,246776355,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ipkw
1655,SELB,"Selecta Biosciences, Inc.",11.03,246372433.3,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/selb
1656,GLAD,Gladstone Capital Corporation,9.25,246347683.5,n/a,2001,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/glad
1657,SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",5.77,245681666.7,n/a,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/spwh
1658,PIE,PowerShares DWA Emerging Markets Momentum Portfolio,21.47,244758000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pie
1659,ZEUS,"Olympic Steel, Inc.",22.28,244445487.9,n/a,1994,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/zeus
1660,FSZ,First Trust Switzerland AlphaDEX Fund,54.29,244305108.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsz
1661,MOXC,"Moxian, Inc.",3.64,243906204.4,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/moxc
1662,TOCA,Tocagen Inc.,12.27,243061939.2,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/toca
1663,AUDC,AudioCodes Ltd.,7.49,242760607,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
1664,ITI,"Iteris, Inc.",7.4,242625294.8,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti
1665,FRBA,First Bank,13.9,242376704.7,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/frba
1666,DWAS,PowerShares DWA SmallCap Momentum Portfolio,49.44,242256000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwas
1667,GENC,Gencor Industries Inc.,16.8,242233924.8,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/genc
1668,HABT,"The Habit Restaurants, Inc.",9.3,242032723.2,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/habt
1669,STRS,Stratus Properties Inc.,29.65,241158334.3,n/a,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/strs
1670,QTNT,Quotient Limited,5.29,241008242.1,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
1671,CMRX,"Chimerix, Inc.",5.09,239880155.9,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmrx
1672,GTXI,"GTx, Inc.",11.07,238468932.6,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gtxi
1673,BICK,First Trust BICK Index Fund,31.56,238278063.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bick
1674,ALCO,"Alico, Inc.",28.9,238261917.3,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco
1675,DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,47.5,237500000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxjs
1676,OVID,Ovid Therapeutics Inc.,9.64,237175725.2,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovid
1677,FNTE,FinTech Acquisition Corp. II,9.921,237045756.7,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fnte
1678,RBNC,"Reliant Bancorp, Inc.",26.26,236923654.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbnc
1679,CHMG,Chemung Financial Corp,49.91,236593413.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chmg
1680,RIOT,"Riot Blockchain, Inc",24.43,235991821.2,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/riot
1681,NEPT,Neptune Technologies & Bioresources Inc,3,235896519,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nept
1682,MBTF,M B T Financial Corp,10.3,235650455.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
1683,CSTR,"CapStar Financial Holdings, Inc.",20.71,235247582.3,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/cstr
1684,FOMX,Foamix Pharmaceuticals Ltd.,6.28,235079886.8,n/a,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/fomx
1685,VTWG,Vanguard Russell 2000 Growth ETF,138.09,234753000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vtwg
1686,REIS,"Reis, Inc",20.45,234526244.2,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
1687,CWBR,"CohBar, Inc.",5.92,233383195,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cwbr
1688,UNB,"Union Bankshares, Inc.",52.25,233166774.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unb
1689,NBRV,Nabriva Therapeutics plc,6.35,232990961.5,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nbrv
1690,SNDX,"Syndax Pharmaceuticals, Inc.",9.53,232436023.4,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sndx
1691,NERV,"Minerva Neurosciences, Inc",6,232204158,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nerv
1692,PXLW,"Pixelworks, Inc.",6.76,231542844,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/pxlw
1693,BKEPP,"Blueknight Energy Partners L.P., L.L.C.",7.66,231015021.5,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkepp
1694,TIPT,Tiptree Inc.,6.1,230912340.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/tipt
1695,NRIM,Northrim BanCorp Inc,33.65,230614689.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nrim
1696,HDNG,Hardinge Inc.,17.76,229952075.5,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hdng
1697,CELH,"Celsius Holdings, Inc.",5.02,229309046.9,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/celh
1698,CXDC,China XD Plastics Company Limited,4.6,228747562.6,n/a,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cxdc
1699,CRVS,"Corvus Pharmaceuticals, Inc.",10.85,228297562.5,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs
1700,PTSI,"P.A.M. Transportation Services, Inc.",36.2,228169867,n/a,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ptsi
1701,RDCM,Radcom Ltd.,19.35,226731477.2,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
1702,ATHX,"Athersys, Inc.",1.91,226399487.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
1703,QTRH,Quarterhill Inc.,1.9,225450673.1,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/qtrh
1704,VCYT,"Veracyte, Inc.",6.62,225343760.7,n/a,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/vcyt
1705,CIVB,"Civista Bancshares, Inc. ",22.15,225286210.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civb
1706,BCBP,"BCB Bancorp, Inc. (NJ)",14.95,224723780.5,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
1707,FGBI,"First Guaranty Bancshares, Inc.",25.46,224249108.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fgbi
1708,AVID,"Avid Technology, Inc.",5.44,224052492.8,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid
1709,PETX,"Aratana Therapeutics, Inc.",5.21,224020689.7,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx
1710,TRVG,trivago N.V.,7.24,223767498.1,30907113,2016,Technology,EDP Services,http://www.nasdaq.com/symbol/trvg
1711,SHBI,Shore Bancshares Inc,17.58,223058977.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
1712,UTSI,UTStarcom Holdings Corp,6.28,222622765.8,n/a,2000,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/utsi
1713,FMCI,Forum Merger Corporation,9.95,222457125,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fmci
1714,PSCF,PowerShares S&P SmallCap Financials Portfolio,54.222,222310200,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscf
1715,ZIV,VelocityShares Daily Inverse VIX Medium-Term ETN,91.42,221510660,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ziv
1716,CASI,"CASI Pharmaceuticals, Inc.",3.4,221226317.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/casi
1717,KINS,"Kingstone Companies, Inc",20.8,221029161.6,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
1718,CLAR,Clarus Corporation,7.35,220803297.8,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/clar
1719,IMMR,Immersion Corporation,7.54,220554372.2,n/a,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
1720,CCLP,CSI Compressco LP,5.96,220037073.1,n/a,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cclp
1721,LAWS,"Lawson Products, Inc.",24.7,219534291.6,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws
1722,HBMD,"Howard Bancorp, Inc.",22.3,218872091.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
1723,CHSCP,CHS Inc,30.26,218848127.1,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscp
1724,ADOM,"ADOMANI, Inc.",3.21,218507685.3,n/a,2017,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/adom
1725,PFBI,"Premier Financial Bancorp, Inc.",20.47,218386016.8,n/a,1996,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbi
1726,VRIG,PowerShares Variable Rate Investment Grade Portfolio,25.205,218023275.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vrig
1727,NDLS,Noodles & Company,5.3,217929830.8,n/a,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ndls
1728,ALNA,"Allena Pharmaceuticals, Inc.",10.52,217451072.1,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/alna
1729,VBLT,Vascular Biogenics Ltd.,7.95,216435299.7,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vblt
1730,CYRX,"CryoPort, Inc.",8.45,215820706.4,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrx
1731,KWEB,KraneShares Trust KraneShares CSI China Internet ETF,63.39,215526000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb
1732,FRAN,Francesca&#39;s Holdings Corporation,5.95,215268441.5,n/a,2011,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fran
1733,CELC,Celcuity Inc.,21.3,214747665,n/a,2017,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/celc
1734,NATR,"Nature&#39;s Sunshine Products, Inc.",11.35,214536542.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/natr
1735,FNHC,Federated National Holding Company,16.43,214465406.8,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc
1736,CAMT,Camtek Ltd.,6.05,214275826.6,n/a,2000,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/camt
1737,INSE,"Inspired Entertainment, Inc.",9.55,214064176.4,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inse
1738,FTD,"FTD Companies, Inc.",7.76,213763587,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ftd
1739,EXXI,"Energy XXI Gulf Coast, Inc.",6.43,213613775.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/exxi
1740,MXWL,"Maxwell Technologies, Inc.",5.74,212814885.4,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl
1741,FBIO,"Fortress Biotech, Inc.",4.2,212757312.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fbio
1742,BKEP,"Blueknight Energy Partners L.P., L.L.C.",5.3,212744146.5,n/a,2011,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkep
1743,UNTY,"Unity Bancorp, Inc.",20,212075280,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unty
1744,PWOD,"Penns Woods Bancorp, Inc.",45.11,211509016.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pwod
1745,ENPH,"Enphase Energy, Inc.",2.47,211265321.9,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
1746,UFPT,"UFP Technologies, Inc.",28.95,210398814.9,n/a,1993,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/ufpt
1747,ACNB,ACNB Corporation,29.95,210238367.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acnb
1748,HNRG,Hallador Energy Company,7.04,209861681.9,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/hnrg
1749,ENT,Global Eagle Entertainment Inc.,2.31,209679804.2,n/a,2011,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ent
1750,NSTG,"NanoString Technologies, Inc.",8.25,209408421.8,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nstg
1751,KMDA,Kamada Ltd.,5.2,209366658.8,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
1752,MEET,"The Meet Group, Inc.",2.91,208955506.6,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet
1753,LCNB,LCNB Corporation,20.8,208399068.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb
1754,SCPH,scPharmaceuticals Inc.,11.82,208151984.8,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scph
1755,ISTR,Investar Holding Corporation,23.85,207943618.5,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
1756,ECYT,"Endocyte, Inc.",4.34,207803683.2,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
1757,MVBF,MVB Financial Corp.,19.84,207221399.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mvbf
1758,CDNA,"CareDx, Inc.",7.24,207090078.5,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cdna
1759,TLGT,"Teligent, Inc.",3.87,206659087.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tlgt
1760,CFFI,C&F Financial Corporation,59.2,206477108.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cffi
1761,PMBC,Pacific Mercantile Bancorp,8.9,206386995,n/a,2000,Finance,Major Banks,http://www.nasdaq.com/symbol/pmbc
1762,ORRF,Orrstown Financial Services Inc,24.7,206196489.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orrf
1763,WLDN,"Willdan Group, Inc.",23.52,206121800.6,n/a,2006,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/wldn
1764,RAIL,"Freightcar America, Inc.",16.6,205768603.4,n/a,2005,Capital Goods,Railroads,http://www.nasdaq.com/symbol/rail
1765,NBN,Northeast Bancorp,23,205329924,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbn
1766,AIRR,First Trust RBA American Industrial Renaissance ETF,27.49,204800555,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/airr
1767,VCEL,Vericel Corporation,5.85,204210565.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vcel
1768,MGEN,"Miragen Therapeutics, Inc.",9.1,203015712.9,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/mgen
1769,RARX,"Ra Pharmaceuticals, Inc.",8.95,202508821.8,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rarx
1770,CTSO,Cytosorbents Corporation,7.05,202273841.3,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
1771,GIFI,"Gulf Island Fabrication, Inc.",13.55,201863306.6,n/a,1997,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gifi
1772,IMDZ,Immune Design Corp.,4.2,201847119.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
1773,IRDMB,Iridium Communications Inc,402,201000000,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
1774,ADVM,"Adverum Biotechnologies, Inc.",4.45,200434532.6,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/advm
1775,FUND,"Sprott Focus Trust, Inc.",8.04,199998859.2,n/a,n/a,Consumer Services,Miscellaneous,http://www.nasdaq.com/symbol/fund
1776,IEUS,iShares MSCI Europe Small-Cap ETF,59.64,199794000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
1777,ROBO,ROBO Global Robotics and Automation Index ETF,43.41,199686000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
1778,FSBW,"FS Bancorp, Inc.",54.1,198812198.2,n/a,2012,Finance,Banks,http://www.nasdaq.com/symbol/fsbw
